,scenario_id,Human Share %,OpenAI Share %,Google Share %,Anthropic Share %,market_structure,firesale_term,adversarial,label
34,5,75.0,15.0,5.0,5.0,Skewed oligopoly,0.10601223958333333,True,25% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
35,6,75.0,5.0,5.0,15.0,Skewed oligopoly,0.09690598958333332,True,25% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
36,7,75.0,5.0,15.0,5.0,Skewed oligopoly,0.10192421874999999,True,25% AI adoption - Skewed oligopoly (Google) (Adversarial)
37,8,50.0,50.0,0.0,0.0,Monopoly,0.17521874999999998,True,50% AI adoption - Monopoly (OpenAI) (Adversarial)
38,9,50.0,0.0,0.0,50.0,Monopoly,0.12968749999999998,True,50% AI adoption - Monopoly (Anthropic) (Adversarial)
39,10,50.0,0.0,50.0,0.0,Monopoly,0.1547786458333333,True,50% AI adoption - Monopoly (Google) (Adversarial)
40,11,50.0,16.666666666666664,16.666666666666664,16.666666666666664,Equal diversity,0.15322829861111112,True,50% AI adoption - Equal diversity (Adversarial)
41,12,50.0,30.0,10.0,10.0,Skewed oligopoly,0.16202447916666665,True,50% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
42,13,50.0,10.0,10.0,30.0,Skewed oligopoly,0.14381197916666666,True,50% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
43,14,50.0,10.0,30.0,10.0,Skewed oligopoly,0.1538484375,True,50% AI adoption - Skewed oligopoly (Google) (Adversarial)
44,15,25.0,75.0,0.0,0.0,Monopoly,0.237828125,True,75% AI adoption - Monopoly (OpenAI) (Adversarial)
45,16,25.0,0.0,0.0,75.0,Monopoly,0.16953125,True,75% AI adoption - Monopoly (Anthropic) (Adversarial)
46,17,25.0,0.0,75.0,0.0,Monopoly,0.20716796875,True,75% AI adoption - Monopoly (Google) (Adversarial)
47,18,25.0,25.0,25.0,25.0,Equal diversity,0.20484244791666664,True,75% AI adoption - Equal diversity (Adversarial)
48,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.21803671875,True,75% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
49,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.19071796874999997,True,75% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
50,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.20577265624999996,True,75% AI adoption - Skewed oligopoly (Google) (Adversarial)
51,22,0.0,100.0,0.0,0.0,Monopoly,0.30043749999999997,True,100% AI adoption - Monopoly (OpenAI) (Adversarial)
52,23,0.0,0.0,0.0,100.0,Monopoly,0.20937499999999998,True,100% AI adoption - Monopoly (Anthropic) (Adversarial)
53,24,0.0,0.0,100.0,0.0,Monopoly,0.25955729166666663,True,100% AI adoption - Monopoly (Google) (Adversarial)
54,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.2564565972222222,True,100% AI adoption - Equal diversity (Adversarial)
55,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.2740489583333333,True,100% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
56,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.23762395833333333,True,100% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
57,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.25769687499999994,True,100% AI adoption - Skewed oligopoly (Google) (Adversarial)
