,scenario_id,Human Share %,OpenAI Share %,Google Share %,Anthropic Share %,market_structure,firesale_term,adversarial,label
26,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.12351999999999999,False,100% AI adoption - Skewed oligopoly (OpenAI)
27,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.08724000000000001,False,100% AI adoption - Skewed oligopoly (Anthropic)
28,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.10469,False,100% AI adoption - Skewed oligopoly (Google)
29,0,100.0,0.0,0.0,0.0,No AI,0.05,True,[0] baseline - no AI (Adversarial)
30,1,75.0,25.0,0.0,0.0,Monopoly,0.0975875,True,25% AI adoption - Monopoly (OpenAI) (Adversarial)
31,2,75.0,0.0,0.0,25.0,Monopoly,0.079375,True,25% AI adoption - Monopoly (Anthropic) (Adversarial)
32,3,75.0,0.0,25.0,0.0,Monopoly,0.08941145833333333,True,25% AI adoption - Monopoly (Google) (Adversarial)
33,4,75.0,8.333333333333332,8.333333333333332,8.333333333333332,Equal diversity,0.08879131944444445,True,25% AI adoption - Equal diversity (Adversarial)
34,5,75.0,15.0,5.0,5.0,Skewed oligopoly,0.09230979166666667,True,25% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
35,6,75.0,5.0,5.0,15.0,Skewed oligopoly,0.08502479166666667,True,25% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
36,7,75.0,5.0,15.0,5.0,Skewed oligopoly,0.089039375,True,25% AI adoption - Skewed oligopoly (Google) (Adversarial)
37,8,50.0,50.0,0.0,0.0,Monopoly,0.145175,True,50% AI adoption - Monopoly (OpenAI) (Adversarial)
38,9,50.0,0.0,0.0,50.0,Monopoly,0.10874999999999999,True,50% AI adoption - Monopoly (Anthropic) (Adversarial)
39,10,50.0,0.0,50.0,0.0,Monopoly,0.12882291666666665,True,50% AI adoption - Monopoly (Google) (Adversarial)
40,11,50.0,16.666666666666664,16.666666666666664,16.666666666666664,Equal diversity,0.12758263888888888,True,50% AI adoption - Equal diversity (Adversarial)
41,12,50.0,30.0,10.0,10.0,Skewed oligopoly,0.13461958333333332,True,50% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
42,13,50.0,10.0,10.0,30.0,Skewed oligopoly,0.12004958333333332,True,50% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
43,14,50.0,10.0,30.0,10.0,Skewed oligopoly,0.12807875,True,50% AI adoption - Skewed oligopoly (Google) (Adversarial)
44,15,25.0,75.0,0.0,0.0,Monopoly,0.1927625,True,75% AI adoption - Monopoly (OpenAI) (Adversarial)
45,16,25.0,0.0,0.0,75.0,Monopoly,0.138125,True,75% AI adoption - Monopoly (Anthropic) (Adversarial)
46,17,25.0,0.0,75.0,0.0,Monopoly,0.168234375,True,75% AI adoption - Monopoly (Google) (Adversarial)
47,18,25.0,25.0,25.0,25.0,Equal diversity,0.16637395833333332,True,75% AI adoption - Equal diversity (Adversarial)
48,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.176929375,True,75% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
49,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.155074375,True,75% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
50,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.16711812499999998,True,75% AI adoption - Skewed oligopoly (Google) (Adversarial)
51,22,0.0,100.0,0.0,0.0,Monopoly,0.24034999999999998,True,100% AI adoption - Monopoly (OpenAI) (Adversarial)
52,23,0.0,0.0,0.0,100.0,Monopoly,0.16749999999999998,True,100% AI adoption - Monopoly (Anthropic) (Adversarial)
53,24,0.0,0.0,100.0,0.0,Monopoly,0.2076458333333333,True,100% AI adoption - Monopoly (Google) (Adversarial)
54,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.20516527777777777,True,100% AI adoption - Equal diversity (Adversarial)
55,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.21923916666666665,True,100% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
56,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.19009916666666665,True,100% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
57,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.20615749999999997,True,100% AI adoption - Skewed oligopoly (Google) (Adversarial)
