,scenario_id,Human Share %,OpenAI Share %,Google Share %,Anthropic Share %,market_structure,firesale_term,adversarial,label
19,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.19778,False,75% AI adoption - Skewed oligopoly (OpenAI)
20,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.14336000000000002,False,75% AI adoption - Skewed oligopoly (Anthropic)
21,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.16953500000000002,False,75% AI adoption - Skewed oligopoly (Google)
22,22,0.0,100.0,0.0,0.0,Monopoly,0.30215,False,100% AI adoption - Monopoly (OpenAI)
23,23,0.0,0.0,0.0,100.0,Monopoly,0.12075000000000001,False,100% AI adoption - Monopoly (Anthropic)
24,24,0.0,0.0,100.0,0.0,Monopoly,0.20800000000000002,False,100% AI adoption - Monopoly (Google)
25,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.2103,False,100% AI adoption - Equal diversity
26,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.24703999999999998,False,100% AI adoption - Skewed oligopoly (OpenAI)
27,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.17448000000000002,False,100% AI adoption - Skewed oligopoly (Anthropic)
28,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.20938,False,100% AI adoption - Skewed oligopoly (Google)
29,0,100.0,0.0,0.0,0.0,No AI,0.05,True,[0] baseline - no AI (Adversarial)
30,1,75.0,25.0,0.0,0.0,Monopoly,0.157675,True,25% AI adoption - Monopoly (OpenAI) (Adversarial)
31,2,75.0,0.0,0.0,25.0,Monopoly,0.12125,True,25% AI adoption - Monopoly (Anthropic) (Adversarial)
32,3,75.0,0.0,25.0,0.0,Monopoly,0.14132291666666666,True,25% AI adoption - Monopoly (Google) (Adversarial)
33,4,75.0,8.333333333333332,8.333333333333332,8.333333333333332,Equal diversity,0.1400826388888889,True,25% AI adoption - Equal diversity (Adversarial)
34,5,75.0,15.0,5.0,5.0,Skewed oligopoly,0.14711958333333333,True,25% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
35,6,75.0,5.0,5.0,15.0,Skewed oligopoly,0.13254958333333333,True,25% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
36,7,75.0,5.0,15.0,5.0,Skewed oligopoly,0.14057874999999997,True,25% AI adoption - Skewed oligopoly (Google) (Adversarial)
37,8,50.0,50.0,0.0,0.0,Monopoly,0.26535,True,50% AI adoption - Monopoly (OpenAI) (Adversarial)
38,9,50.0,0.0,0.0,50.0,Monopoly,0.19249999999999998,True,50% AI adoption - Monopoly (Anthropic) (Adversarial)
39,10,50.0,0.0,50.0,0.0,Monopoly,0.2326458333333333,True,50% AI adoption - Monopoly (Google) (Adversarial)
40,11,50.0,16.666666666666664,16.666666666666664,16.666666666666664,Equal diversity,0.23016527777777776,True,50% AI adoption - Equal diversity (Adversarial)
41,12,50.0,30.0,10.0,10.0,Skewed oligopoly,0.24423916666666665,True,50% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
42,13,50.0,10.0,10.0,30.0,Skewed oligopoly,0.21509916666666665,True,50% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
43,14,50.0,10.0,30.0,10.0,Skewed oligopoly,0.23115749999999996,True,50% AI adoption - Skewed oligopoly (Google) (Adversarial)
44,15,25.0,75.0,0.0,0.0,Monopoly,0.373025,True,75% AI adoption - Monopoly (OpenAI) (Adversarial)
45,16,25.0,0.0,0.0,75.0,Monopoly,0.26375,True,75% AI adoption - Monopoly (Anthropic) (Adversarial)
46,17,25.0,0.0,75.0,0.0,Monopoly,0.32396874999999997,True,75% AI adoption - Monopoly (Google) (Adversarial)
47,18,25.0,25.0,25.0,25.0,Equal diversity,0.32024791666666663,True,75% AI adoption - Equal diversity (Adversarial)
48,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.34135875,True,75% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
49,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.29764874999999996,True,75% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
50,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.32173624999999995,True,75% AI adoption - Skewed oligopoly (Google) (Adversarial)
51,22,0.0,100.0,0.0,0.0,Monopoly,0.48069999999999996,True,100% AI adoption - Monopoly (OpenAI) (Adversarial)
52,23,0.0,0.0,0.0,100.0,Monopoly,0.33499999999999996,True,100% AI adoption - Monopoly (Anthropic) (Adversarial)
53,24,0.0,0.0,100.0,0.0,Monopoly,0.4152916666666666,True,100% AI adoption - Monopoly (Google) (Adversarial)
54,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.41033055555555553,True,100% AI adoption - Equal diversity (Adversarial)
55,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.4384783333333333,True,100% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
56,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.3801983333333333,True,100% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
57,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.41231499999999993,True,100% AI adoption - Skewed oligopoly (Google) (Adversarial)
