,scenario_id,Human Share %,OpenAI Share %,Google Share %,Anthropic Share %,market_structure,firesale_term,adversarial,label
38,9,50.0,0.0,0.0,50.0,Monopoly,0.15037499999999998,True,50% AI adoption - Monopoly (Anthropic) (Adversarial)
39,10,50.0,0.0,50.0,0.0,Monopoly,0.18048437499999997,True,50% AI adoption - Monopoly (Google) (Adversarial)
40,11,50.0,16.666666666666664,16.666666666666664,16.666666666666664,Equal diversity,0.17862395833333333,True,50% AI adoption - Equal diversity (Adversarial)
41,12,50.0,30.0,10.0,10.0,Skewed oligopoly,0.189179375,True,50% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
42,13,50.0,10.0,10.0,30.0,Skewed oligopoly,0.167324375,True,50% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
43,14,50.0,10.0,30.0,10.0,Skewed oligopoly,0.179368125,True,50% AI adoption - Skewed oligopoly (Google) (Adversarial)
44,15,25.0,75.0,0.0,0.0,Monopoly,0.28276875,True,75% AI adoption - Monopoly (OpenAI) (Adversarial)
45,16,25.0,0.0,0.0,75.0,Monopoly,0.2008125,True,75% AI adoption - Monopoly (Anthropic) (Adversarial)
46,17,25.0,0.0,75.0,0.0,Monopoly,0.2459765625,True,75% AI adoption - Monopoly (Google) (Adversarial)
47,18,25.0,25.0,25.0,25.0,Equal diversity,0.24318593749999998,True,75% AI adoption - Equal diversity (Adversarial)
48,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.2590190625,True,75% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
49,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.22623656249999996,True,75% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
50,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.24430218749999996,True,75% AI adoption - Skewed oligopoly (Google) (Adversarial)
51,22,0.0,100.0,0.0,0.0,Monopoly,0.360525,True,100% AI adoption - Monopoly (OpenAI) (Adversarial)
52,23,0.0,0.0,0.0,100.0,Monopoly,0.25125,True,100% AI adoption - Monopoly (Anthropic) (Adversarial)
53,24,0.0,0.0,100.0,0.0,Monopoly,0.31146874999999996,True,100% AI adoption - Monopoly (Google) (Adversarial)
54,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.3077479166666667,True,100% AI adoption - Equal diversity (Adversarial)
55,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.32885875,True,100% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
56,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.28514874999999995,True,100% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
57,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.30923624999999993,True,100% AI adoption - Skewed oligopoly (Google) (Adversarial)
