,scenario_id,Human Share %,OpenAI Share %,Google Share %,Anthropic Share %,market_structure,firesale_term,adversarial,label
21,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.15009312500000002,False,75% AI adoption - Skewed oligopoly (Google)
22,22,0.0,100.0,0.0,0.0,Monopoly,0.26438124999999996,False,100% AI adoption - Monopoly (OpenAI)
23,23,0.0,0.0,0.0,100.0,Monopoly,0.10565625000000001,False,100% AI adoption - Monopoly (Anthropic)
24,24,0.0,0.0,100.0,0.0,Monopoly,0.18200000000000002,False,100% AI adoption - Monopoly (Google)
25,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.1840125,False,100% AI adoption - Equal diversity
26,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.21616,False,100% AI adoption - Skewed oligopoly (OpenAI)
27,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.15267000000000003,False,100% AI adoption - Skewed oligopoly (Anthropic)
28,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.18320750000000002,False,100% AI adoption - Skewed oligopoly (Google)
29,0,100.0,0.0,0.0,0.0,No AI,0.05075,True,[0] baseline - no AI (Adversarial)
30,1,75.0,25.0,0.0,0.0,Monopoly,0.14321562499999999,True,25% AI adoption - Monopoly (OpenAI) (Adversarial)
31,2,75.0,0.0,0.0,25.0,Monopoly,0.11134375,True,25% AI adoption - Monopoly (Anthropic) (Adversarial)
32,3,75.0,0.0,25.0,0.0,Monopoly,0.12890755208333332,True,25% AI adoption - Monopoly (Google) (Adversarial)
33,4,75.0,8.333333333333332,8.333333333333332,8.333333333333332,Equal diversity,0.12782230902777778,True,25% AI adoption - Equal diversity (Adversarial)
34,5,75.0,15.0,5.0,5.0,Skewed oligopoly,0.13397963541666666,True,25% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
35,6,75.0,5.0,5.0,15.0,Skewed oligopoly,0.12123088541666667,True,25% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
36,7,75.0,5.0,15.0,5.0,Skewed oligopoly,0.12825640624999998,True,25% AI adoption - Skewed oligopoly (Google) (Adversarial)
37,8,50.0,50.0,0.0,0.0,Monopoly,0.23568124999999998,True,50% AI adoption - Monopoly (OpenAI) (Adversarial)
38,9,50.0,0.0,0.0,50.0,Monopoly,0.1719375,True,50% AI adoption - Monopoly (Anthropic) (Adversarial)
39,10,50.0,0.0,50.0,0.0,Monopoly,0.20706510416666665,True,50% AI adoption - Monopoly (Google) (Adversarial)
40,11,50.0,16.666666666666664,16.666666666666664,16.666666666666664,Equal diversity,0.20489461805555553,True,50% AI adoption - Equal diversity (Adversarial)
41,12,50.0,30.0,10.0,10.0,Skewed oligopoly,0.21720927083333333,True,50% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
42,13,50.0,10.0,10.0,30.0,Skewed oligopoly,0.19171177083333332,True,50% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
43,14,50.0,10.0,30.0,10.0,Skewed oligopoly,0.20576281249999998,True,50% AI adoption - Skewed oligopoly (Google) (Adversarial)
44,15,25.0,75.0,0.0,0.0,Monopoly,0.328146875,True,75% AI adoption - Monopoly (OpenAI) (Adversarial)
45,16,25.0,0.0,0.0,75.0,Monopoly,0.23253125,True,75% AI adoption - Monopoly (Anthropic) (Adversarial)
46,17,25.0,0.0,75.0,0.0,Monopoly,0.28522265625,True,75% AI adoption - Monopoly (Google) (Adversarial)
47,18,25.0,25.0,25.0,25.0,Equal diversity,0.2819669270833333,True,75% AI adoption - Equal diversity (Adversarial)
48,19,25.0,45.0,15.0,15.0,Skewed oligopoly,0.30043890624999997,True,75% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
49,20,25.0,15.0,15.0,45.0,Skewed oligopoly,0.26219265625,True,75% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
50,21,25.0,15.0,45.0,15.0,Skewed oligopoly,0.28326921874999994,True,75% AI adoption - Skewed oligopoly (Google) (Adversarial)
51,22,0.0,100.0,0.0,0.0,Monopoly,0.42061249999999994,True,100% AI adoption - Monopoly (OpenAI) (Adversarial)
52,23,0.0,0.0,0.0,100.0,Monopoly,0.29312499999999997,True,100% AI adoption - Monopoly (Anthropic) (Adversarial)
53,24,0.0,0.0,100.0,0.0,Monopoly,0.3633802083333333,True,100% AI adoption - Monopoly (Google) (Adversarial)
54,25,0.0,33.33333333333333,33.33333333333333,33.33333333333333,Equal diversity,0.3590392361111111,True,100% AI adoption - Equal diversity (Adversarial)
55,26,0.0,60.0,20.0,20.0,Skewed oligopoly,0.38366854166666664,True,100% AI adoption - Skewed oligopoly (OpenAI) (Adversarial)
56,27,0.0,20.0,20.0,60.0,Skewed oligopoly,0.33267354166666663,True,100% AI adoption - Skewed oligopoly (Anthropic) (Adversarial)
57,28,0.0,20.0,60.0,20.0,Skewed oligopoly,0.36077562499999993,True,100% AI adoption - Skewed oligopoly (Google) (Adversarial)
